title,genre,year
The Sacrifice,Drama,1986
The Hitcher,Action,1986
Rad,Drama,1986
An American Tail,Animation,1986
SpaceCamp,Adventure,1986
Raw Deal,Action,1986
Hannah and Her Sisters,Comedy,1986
The Great Mouse Detective,Animation,1986
Ruthless People,Comedy,1986
The Transformers: the Movie,Animation,1986
Wildcats,Comedy,1986
Troll,Comedy,1986
At Close Range,Crime,1986
The Boy Who Could Fly,Drama,1986
Something Wild,Comedy,1986
Heartburn,Comedy,1986
Crossroads,Drama,1986
The Clan of the Cave Bear,Adventure,1986
She's Gotta Have It,Comedy,1986
Running Scared,Action,1986
8 Million Ways to Die,Action,1986
Soul Man,Comedy,1986
Down by Law,Comedy,1986
Poltergeist II: the Other Side,Horror,1986
Bad Blood,Crime,1986
Psycho III,Horror,1986
Allan Quatermain and the Lost City of Gold,Action,1986
The Adventures of Milo and Otis,Adventure,1986
Caravaggio,Biography,1986
Children of a Lesser God,Drama,1986
Invaders from Mars,Horror,1986
Matador,Drama,1986
Down and Out in Beverly Hills,Comedy,1986
April Fool's Day,Horror,1986
The Big Easy,Comedy,1986
Pirates,Action,1986
No Mercy,Crime,1986
Lady Jane,Biography,1986
Club Paradise,Comedy,1986
Manon of the Spring,Drama,1986
Gothic,Drama,1986
Armed and Dangerous,Action,1986
F/X,Action,1986
King Kong Lives,Action,1986
Castaway,Adventure,1986
Wise Guys,Comedy,1986
Solarbabies,Action,1986
The Manhattan Project,Sci-Fi,1986
Trick or Treat,Comedy,1986
Body Slam,Comedy,1986
Jumpin' Jack Flash,Comedy,1986
Fire with Fire,Drama,1986
Gung Ho,Comedy,1986
True Stories,Comedy,1986
When the Wind Blows,Animation,1986
Murphy's Law,Action,1986
Deadly Friend,Drama,1986
Jean de Florette,Comedy,1986
Reform School Girls,Crime,1986
Band of the Hand,Action,1986
Vamp,Comedy,1986
Nothing in Common,Comedy,1986
TerrorVision,Comedy,1986
Quicksilver,Crime,1986
52 Pick-Up,Crime,1986
Black Moon Rising,Action,1986
Extremities,Drama,1986
The Men's Club,Drama,1986
Haunted Honeymoon,Comedy,1986
Summer,Drama,1986
Tough Guys,Comedy,1986
Eliminators,Action,1986
The Best of Times,Comedy,1986
Firewalker,Action,1986
Modern Girls,Comedy,1986
Witchboard,Horror,1986
Clockwise,Comedy,1986
Legal Eagles,Comedy,1986
Link,Horror,1986
"Jo Jo Dancer, Your Life Is Calling",Biography,1986
Wanted: Dead or Alive,Action,1986
American Anthem,Drama,1986
The Morning After,Crime,1986
Crimes of the Heart,Comedy,1986
Under the Cherry Moon,Comedy,1986
Malcolm,Comedy,1986
Meatballs III: Summer Job,Comedy,1986
Devil in the Flesh,Drama,1986
Absolute Beginners,Drama,1986
Deadtime Stories,Comedy,1986
Avenging Force,Action,1986
Heat,Action,1986
Sweet Liberty,Comedy,1986
Killer Party,Comedy,1986
Out of Bounds,Action,1986
Wisdom,Crime,1986
Shanghai Surprise,Adventure,1986
Power,Drama,1986
A Fine Mess,Action,1986
Let's Get Harry,Action,1986
My Chauffeur,Comedy,1986
Biggles: Adventures in Time,Adventure,1986
Half Moon Street,Drama,1986
Every Time We Say Goodbye,Drama,1986
The Decline of the American Empire,Comedy,1986
Hardbodies 2,Comedy,1986
The Boy in Blue,Biography,1986
Brighton Beach Memoirs,Comedy,1986
The Longshot,Comedy,1986
Willy/Milly,Comedy,1986
Ginger and Fred,Comedy,1986
'Round Midnight,Drama,1986
Violets Are Blue...,Drama,1986
Parting Glances,Drama,1986
The Whoopee Boys,Comedy,1986
Tai-Pan,Adventure,1986
My Little Pony: The Movie,Animation,1986
Playing for Keeps,Comedy,1986
"'night, Mother",Drama,1986
Jake Speed,Action,1986
The Naked Cage,Action,1986
Blue City,Action,1986
That's Life!,Comedy,1986
Sky Bandits,Action,1986
Ménage,Comedy,1986
Dream Lover,Crime,1986
Dangerously Close,Action,1986
The Whistle Blower,Thriller,1986
Care Bears Movie II: A New Generation,Animation,1986
Knights of the City,Action,1986
Born American,Action,1986
Desert Bloom,Drama,1986
Touch and Go,Comedy,1986
Man Facing Southeast,Drama,1986
Nutcracker,Family,1986
The Fringe Dwellers,Drama,1986
Just Between Friends,Drama,1986
Oviri,Biography,1986
P.O.W. the Escape,Action,1986
Armed Response,Action,1986
Duet for One,Drama,1986
Bullies,Action,1986
Native Son,Drama,1986
The Assault,Drama,1986
Nobody's Fool,Comedy,1986
Alien Predator,Drama,1986
Low Blow,Action,1986
A Man and a Woman: 20 Years Later,Drama,1986
The Princess Bride,Adventure,1987
The Lost Boys,Comedy,1987
Full Metal Jacket,Drama,1987
Predator,Action,1987
RoboCop,Action,1987
Dirty Dancing,Drama,1987
Adventures in Babysitting,Adventure,1987
The Untouchables,Crime,1987
Spaceballs,Adventure,1987
Raising Arizona,Comedy,1987
Lethal Weapon,Action,1987
Near Dark,Action,1987
Mannequin,Comedy,1987
Masters of the Universe,Action,1987
Fatal Attraction,Drama,1987
Hellraiser,Horror,1987
Empire of the Sun,Action,1987
No Way Out,Action,1987
The Witches of Eastwick,Comedy,1987
Some Kind of Wonderful,Drama,1987
The Running Man,Action,1987
Black Widow,Crime,1987
Angel Heart,Horror,1987
Moonstruck,Comedy,1987
Jaws: the Revenge,Adventure,1987
Wall Street,Crime,1987
"Good Morning, Vietnam",Biography,1987
A Nightmare on Elm Street 3: Dream Warriors,Fantasy,1987
"Planes, Trains & Automobiles",Comedy,1987
Can't Buy Me Love,Comedy,1987
Overboard,Comedy,1987
Beverly Hills Cop II,Action,1987
Superman IV: The Quest for Peace,Action,1987
The Secret of My Success,Comedy,1987
Withnail & I,Comedy,1987
Evil Dead II,Comedy,1987
Summer School,Comedy,1987
Innerspace,Action,1987
The Living Daylights,Action,1987
Over the Top,Action,1987
The Last Emperor,Biography,1987
Less Than Zero,Crime,1987
Three Men and a Baby,Comedy,1987
La Bamba,Biography,1987
Revenge of the Nerds II: Nerds in Paradise,Comedy,1987
The Monster Squad,Action,1987
Prince of Darkness,Horror,1987
Wings of Desire,Drama,1987
Maurice,Drama,1987
Broadcast News,Comedy,1987
Harry and the Hendersons,Comedy,1987
Creepshow 2,Fantasy,1987
Police Academy 4: Citizens on Patrol,Comedy,1987
The Stepfather,Horror,1987
My Best Friend Is a Vampire,Comedy,1987
Flowers in the Attic,Drama,1987
*batteries not included,Comedy,1987
Roxanne,Comedy,1987
Dragnet,Comedy,1987
Throw Momma from the Train,Comedy,1987
Amazon Women on the Moon,Comedy,1987
Teen Wolf Too,Comedy,1987
Baby Boom,Comedy,1987
84 Charing Cross Road,Biography,1987
The Gate,Fantasy,1987
Ernest Goes to Camp,Comedy,1987
Aria,Comedy,1987
Hamburger Hill,Action,1987
Cherry 2000,Action,1987
The Hidden,Horror,1987
The Bedroom Window,Crime,1987
Barfly,Comedy,1987
Maid to Order,Fantasy,1987
Blind Date,Comedy,1987
Au Revoir les Enfants,Drama,1987
"Rita, Sue and Bob Too",Comedy,1987
Hope and Glory,Comedy,1987
No Man's Land,Crime,1987
Ishtar,Action,1987
Tough Guys Don't Dance,Comedy,1987
Stakeout,Action,1987
Babette's Feast,Drama,1987
The Garbage Pail Kids Movie,Adventure,1987
Radio Days,Comedy,1987
Bagdad Cafe,Comedy,1987
Project X,Comedy,1987
Three O'Clock High,Comedy,1987
The Barbarians,Action,1987
North Shore,Action,1987
The Believers,Crime,1987
House II: the Second Story,Comedy,1987
Death Wish 4: The Crackdown,Action,1987
House of Games,Crime,1987
Cry Freedom,Biography,1987
Man on Fire,Action,1987
Assassination,Action,1987
The Pick-up Artist,Comedy,1987
Back to the Beach,Comedy,1987
Someone to Watch Over Me,Crime,1987
Born in East L.A.,Comedy,1987
Ironweed,Drama,1987
Who's That Girl,Comedy,1987
Extreme Prejudice,Action,1987
Matewan,Drama,1987
Pelle the Conqueror,Drama,1987
Suspect,Crime,1987
The Fourth Protocol,Thriller,1987
The Chipmunk Adventure,Animation,1987
The Allnighter,Comedy,1987
Prom Night II,Horror,1987
Hiding Out,Comedy,1987
White Water Summer,Adventure,1987
Made in Heaven,Comedy,1987
Best Seller,Action,1987
Date with an Angel,Comedy,1987
Hunk,Comedy,1987
Real Men,Action,1987
Critical Condition,Comedy,1987
A Month in the Country,Drama,1987
Outrageous Fortune,Comedy,1987
Like Father Like Son,Comedy,1987
Steel Dawn,Action,1987
Tin Men,Comedy,1987
The Big Town,Drama,1987
Light of Day,Drama,1987
Prison,Crime,1987
Wish You Were Here,Comedy,1987
Gandahar,Animation,1987
Street Smart,Crime,1987
The Curse,Horror,1987
The House on Carroll Street,Thriller,1987
The Whales of August,Drama,1987
Prick Up Your Ears,Biography,1987
The Principal,Action,1987
American Ninja 2: The Confrontation,Action,1987
Housekeeping,Comedy,1987
A Prayer for the Dying,Action,1987
Slam Dance,Crime,1987
Rampage,Drama,1987
The Sicilian,Action,1987
"Silent Night, Deadly Night Part 2",Horror,1987
Creepozoids,Horror,1987
The Outing,Horror,1987
Nightflyers,Horror,1987
Fatal Beauty,Action,1987
Siesta,Drama,1987
Leonard Part 6,Action,1987
Boyfriends and Girlfriends,Comedy,1987
White Mischief,Crime,1987
White of the Eye,Horror,1987
Hot Pursuit,Comedy,1987
Hollywood Shuffle,Comedy,1987
The Dead,Drama,1987
Gardens of Stone,Drama,1987
Nuts,Drama,1987
Four Adventures of Reinette and Mirabelle,Comedy,1987
Walk Like a Man,Comedy,1987
Cross My Heart,Comedy,1987
Walker,Biography,1987
Malone,Action,1987
Making Mr. Right,Comedy,1987
Return to Horror High,Comedy,1987
Straight to Hell,Action,1987
Hello Again,Comedy,1987
Promised Land,Drama,1987
Dead of Winter,Drama,1987
"No Retreat, No Surrender 2",Adventure,1987
My Demon Lover,Comedy,1987
China Girl,Crime,1987
Five Corners,Crime,1987
The Squeeze,Action,1987
Nadine,Comedy,1987
Personal Services,Comedy,1987
Cyclone,Action,1987
Three for the Road,Drama,1987
Little Dorrit,Drama,1987
The Year My Voice Broke,Drama,1987
The Belly of an Architect,Drama,1987
Pass the Ammo,Comedy,1987
In the Mood,Comedy,1987
Surrender,Comedy,1987
Intervista,Comedy,1987
Square Dance,Drama,1987
Shy People,Drama,1987
A Man in Love,Drama,1987
Disorderlies,Comedy,1987
Anguish,Horror,1987
September,Drama,1987
Oci ciornie,Comedy,1987
Burglar,Comedy,1987
The Kindred,Horror,1987
Julia and Julia,Drama,1987
Russkies,Drama,1987
"Sister, Sister",Drama,1987
From the Hip,Comedy,1987
Death Before Dishonor,Action,1987
Cold Steel,Action,1987
Million Dollar Mystery,Comedy,1987
The Glass Menagerie,Drama,1987
Anna,Drama,1987
Die Hard,Action,1988
Midnight Run,Action,1988
Beetlejuice,Comedy,1988
Big,Comedy,1988
Rain Man,Drama,1988
Running on Empty,Crime,1988
They Live,Action,1988
Willow,Action,1988
Crocodile Dundee II,Action,1988
Heathers,Comedy,1988
Coming to America,Comedy,1988
Who Framed Roger Rabbit,Animation,1988
Mystic Pizza,Comedy,1988
Akira,Animation,1988
Cinema Paradiso,Drama,1988
Mississippi Burning,Crime,1988
Child's Play,Fantasy,1988
Twins,Comedy,1988
The Naked Gun: from the Files of Police Squad!,Comedy,1988
The Great Outdoors,Comedy,1988
Cocktail,Comedy,1988
My Neighbor Totoro,Animation,1988
Young Guns,Action,1988
A Fish Called Wanda,Comedy,1988
Working Girl,Comedy,1988
Bloodsport,Action,1988
The Last Temptation of Christ,Drama,1988
Married to the Mob,Comedy,1988
The Land Before Time,Animation,1988
Rambo III,Action,1988
The Accused,Crime,1988
Dangerous Liaisons,Drama,1988
Earth Girls Are Easy,Comedy,1988
Hairspray,Comedy,1988
Dead Ringers,Drama,1988
Bull Durham,Comedy,1988
The Big Blue,Adventure,1988
The Unbearable Lightness of Being,Drama,1988
The Blob,Horror,1988
Oliver & Company,Animation,1988
Two Moon Junction,Drama,1988
Beaches,Comedy,1988
Red Heat,Action,1988
A Nightmare on Elm Street 4: The Dream Master,Horror,1988
The Accidental Tourist,Drama,1988
The Adventures of Baron Munchausen,Adventure,1988
Killer Klowns from Outer Space,Comedy,1988
Halloween 4: The Return of Michael Myers,Horror,1988
Elvira: Mistress of the Dark,Comedy,1988
Mac and Me,Adventure,1988
Above the Law,Action,1988
Scrooged,Comedy,1988
The Dead Pool,Action,1988
I'm Gonna Git You Sucka,Action,1988
Pumpkinhead,Fantasy,1988
Dirty Rotten Scoundrels,Comedy,1988
Friday the 13th Part VII: the New Blood,Horror,1988
License to Drive,Comedy,1988
Hellbound: Hellraiser II,Horror,1988
Frantic,Crime,1988
Colors,Action,1988
My Stepmother Is an Alien,Comedy,1988
A Cry in the Dark,Biography,1988
The Lair of the White Worm,Comedy,1988
High Spirits,Comedy,1988
Vampire's Kiss,Comedy,1988
Return of the Living Dead II,Comedy,1988
The New Adventures of Pippi Longstocking,Adventure,1988
Eight Men Out,Drama,1988
Stand and Deliver,Biography,1988
Maniac Cop,Action,1988
Women on the Verge of a Nervous Breakdown,Comedy,1988
She's Having a Baby,Comedy,1988
Police Academy 5: Assignment: Miami Beach,Comedy,1988
Tequila Sunrise,Crime,1988
Night of the Demons,Comedy,1988
Biloxi Blues,Comedy,1988
Shag,Comedy,1988
Cocoon: the Return,Adventure,1988
Poltergeist III,Horror,1988
Waxwork,Comedy,1988
Funny Farm,Comedy,1988
As Tears Go By,Crime,1988
Fright Night Part 2,Comedy,1988
Caddyshack II,Comedy,1988
School Daze,Comedy,1988
Johnny Be Good,Comedy,1988
Taffin,Action,1988
Short Circuit 2,Comedy,1988
The Serpent and the Rainbow,Fantasy,1988
A Night in the Life of Jimmy Reardon,Comedy,1988
The Presidio,Action,1988
Big Business,Comedy,1988
Monkey Shines,Drama,1988
The Seventh Sign,Drama,1988
Time of the Gypsies,Comedy,1988
Masquerade,Drama,1988
Phantasm II,Action,1988
Tucker: The Man and His Dream,Biography,1988
Action Jackson,Action,1988
"Bright Lights, Big City",Drama,1988
Shoot to Kill,Action,1988
The Beast of War,Adventure,1988
Lady in White,Fantasy,1988
Gorillas in the Mist,Biography,1988
Alien Nation,Action,1988
Betrayed,Crime,1988
Miracle Mile,Action,1988
Buster,Comedy,1988
Big Top Pee-wee,Adventure,1988
For Keeps?,Comedy,1988
Appointment with Death,Crime,1988
Some Girls,Comedy,1988
Critters 2,Comedy,1988
Dead Heat,Action,1988
Talk Radio,Drama,1988
Satisfaction,Comedy,1988
The Bear,Adventure,1988
The Milagro Beanfield War,Comedy,1988
18 Again!,Comedy,1988
Vice Versa,Comedy,1988
Fresh Horses,Drama,1988
Bat*21,Drama,1988
Casual Sex?,Comedy,1988
Jack's Back,Crime,1988
Bird,Biography,1988
Stealing Home,Drama,1988
Salaam Bombay!,Crime,1988
Young Einstein,Comedy,1988
Punchline,Comedy,1988
Return to Snowy River,Adventure,1988
Moving,Comedy,1988
And God Created Woman,Comedy,1988
High Hopes,Comedy,1988
Little Nikita,Drama,1988
Camille Claudel,Biography,1988
Torch Song Trilogy,Comedy,1988
Vibes,Adventure,1988
36 fillette,Romance,1988
D.O.A.,Mystery,1988
Braddock: Missing in Action III,Action,1988
Red Scorpion,Action,1988
Drowning by Numbers,Comedy,1988
Watchers,Action,1988
Rocket Gibraltar,Drama,1988
The Unholy,Horror,1988
Not of This Earth,Comedy,1988
A New Life,Comedy,1988
1969,Drama,1988
Arthur 2: on the Rocks,Comedy,1988
Messenger of Death,Action,1988
Memories of Me,Comedy,1988
Chocolat,Drama,1988
The Couch Trip,Comedy,1988
Without a Clue,Comedy,1988
Bad Dreams,Horror,1988
Another Woman,Drama,1988
Paperhouse,Drama,1988
Sunset,Crime,1988
Cop,Crime,1988
Pulse,Horror,1988
Stormy Monday,Crime,1988
Heart of Midnight,Drama,1988
Switching Channels,Comedy,1988
Miles from Home,Action,1988
Clean and Sober,Drama,1988
Crossing Delancey,Comedy,1988
Things Change,Comedy,1988
Kansas,Crime,1988
Hot to Trot,Comedy,1988
Shakedown,Action,1988
976-EVIL,Comedy,1988
Pascali's Island,Drama,1988
Everybody's All-American,Drama,1988
Heartbreak Hotel,Comedy,1988
The Chocolate War,Drama,1988
It Takes Two,Comedy,1988
Iron Eagle II,Action,1988
Party Line,Thriller,1988
The Kiss,Drama,1988
Spellbinder,Drama,1988
Patty Hearst,Biography,1988
A Handful of Dust,Drama,1988
Criminal Law,Crime,1988
A Summer Story,Drama,1988
Platoon Leader,Drama,1988
The Girl in a Swing,Drama,1988
Permanent Record,Drama,1988
Hero and the Terror,Action,1988
Illegally Yours,Comedy,1988
Track 29,Drama,1988
"Distant Voices, Still Lives",Drama,1988
Ernest Saves Christmas,Comedy,1988
Feds,Comedy,1988
Moon Over Parador,Comedy,1988
Salome's Last Dance,Biography,1988
Off Limits,Action,1988
Tapeheads,Comedy,1988
Apartment Zero,Drama,1988
The Good Mother,Drama,1988
Indiana Jones and the Last Crusade,Action,1989
Road House,Action,1989
Batman,Action,1989
Bill & Ted's Excellent Adventure,Adventure,1989
Field of Dreams,Drama,1989
Dead Poets Society,Comedy,1989
The Little Mermaid,Animation,1989
The Abyss,Adventure,1989
Back to the Future Part II,Adventure,1989
Do the Right Thing,Comedy,1989
"Honey, I Shrunk the Kids",Adventure,1989
Turner & Hooch,Comedy,1989
Weekend at Bernie's,Adventure,1989
The Karate Kid Part III,Action,1989
"Sex, Lies, and Videotape",Drama,1989
When Harry Met Sally...,Comedy,1989
Major League,Comedy,1989
Steel Magnolias,Comedy,1989
Pet Sematary,Fantasy,1989
Uncle Buck,Comedy,1989
Ghostbusters II,Action,1989
Tango & Cash,Action,1989
Born on the Fourth of July,Biography,1989
Glory,Biography,1989
Parenthood,Comedy,1989
Lethal Weapon 2,Action,1989
National Lampoon's Christmas Vacation,Comedy,1989
The 'Burbs,Comedy,1989
Say Anything,Comedy,1989
License to Kill,Action,1989
Shirley Valentine,Comedy,1989
Harlem Nights,Comedy,1989
Lock Up,Action,1989
"The Cook, the Thief, His Wife & Her Lover",Crime,1989
Warlock,Action,1989
"See No Evil, Hear No Evil",Comedy,1989
Casualties of War,Action,1989
The Package,Action,1989
My Left Foot,Biography,1989
The War of the Roses,Comedy,1989
Wild Orchid,Drama,1989
Little Monsters,Adventure,1989
The Wizard,Adventure,1989
UHF,Comedy,1989
Look Who's Talking,Comedy,1989
Star Trek V: The Final Frontier,Action,1989
Tie Me Up! Tie Me Down!,Comedy,1989
All Dogs Go to Heaven,Animation,1989
Cyborg,Action,1989
Always,Drama,1989
Leviathan,Adventure,1989
Best of the Best,Action,1989
Dead Calm,Horror,1989
Kickboxer,Action,1989
Black Rain,Action,1989
Troop Beverly Hills,Adventure,1989
Driving Miss Daisy,Drama,1989
Drugstore Cowboy,Crime,1989
A Nightmare on Elm Street 5: The Dream Child,Fantasy,1989
Dream a Little Dream,Comedy,1989
Halloween 5: The Revenge of Michael Myers,Horror,1989
DeepStar Six,Action,1989
Sea of Love,Crime,1989
Skin Deep,Comedy,1989
K-9,Action,1989
Lean on Me,Drama,1989
Henry V,Action,1989
She's Out of Control,Comedy,1989
Friday the 13th Part VIII: Jason Takes Manhattan,Adventure,1989
Teen Witch,Comedy,1989
Valmont,Drama,1989
Scandal,Drama,1989
The Fabulous Baker Boys,Comedy,1989
Shocker,Comedy,1989
Next of Kin,Action,1989
The Fly II,Drama,1989
She-Devil,Comedy,1989
Mystery Train,Comedy,1989
Blaze,Biography,1989
The Rainbow,Action,1989
Gleaming the Cube,Action,1989
Fletch Lives,Comedy,1989
Communion,Biography,1989
Erik the Viking,Comedy,1989
Crimes and Misdemeanors,Comedy,1989
An Innocent Man,Action,1989
Let It Ride,Comedy,1989
Loverboy,Comedy,1989
Kill Me Again,Action,1989
The Gods Must Be Crazy II,Comedy,1989
Millennium,Drama,1989
Chances Are,Comedy,1989
The Dream Team,Comedy,1989
Last Exit to Brooklyn,Drama,1989
Little Nemo: Adventures in Slumberland,Animation,1989
Kinjite: Forbidden Subjects,Action,1989
Great Balls of Fire!,Biography,1989
New York Stories,Comedy,1989
Cousins,Comedy,1989
Blind Fury,Action,1989
The Return of Swamp Thing,Action,1989
The January Man,Action,1989
We're No Angels,Comedy,1989
Johnny Handsome,Crime,1989
Who's Harry Crumb?,Comedy,1989
The Mighty Quinn,Action,1989
Fat Man and Little Boy,Biography,1989
Police Academy 6: City Under Siege,Comedy,1989
Her Alibi,Comedy,1989
The Blood of Heroes,Action,1989
Pink Cadillac,Action,1989
Three Fugitives,Action,1989
Robot Jox,Action,1989
No Holds Barred,Action,1989
Family Business,Crime,1989
Wicked Stepmother,Comedy,1989
Chattahoochee,Biography,1989
Stepfather II: Make Room for Daddy,Horror,1989
Eddie and the Cruisers II: Eddie Lives!,Drama,1989
The Big Picture,Comedy,1989
Parents,Comedy,1989
Jacknife,Drama,1989
Dad,Comedy,1989
Speed Zone,Action,1989
How to Get Ahead in Advertising,Comedy,1989
Lisa,Drama,1989
Out Cold,Comedy,1989
Longtime Companion,Drama,1989
Happily Ever After,Animation,1989
Heart of Dixie,Drama,1989
Tap,Comedy,1989
A Dry White Season,Drama,1989
The Phantom of the Opera,Drama,1989
The Experts,Comedy,1989
Triumph of the Spirit,Biography,1989
The Unbelievable Truth,Comedy,1989
True Believer,Crime,1989
The Horror Show,Horror,1989
The Tall Guy,Comedy,1989
The Toxic Avenger Part II,Action,1989
Dead Bang,Action,1989
Music Box,Crime,1989
